experiment_id,num_layers,layer_position,layer_type,fronting_sld,fronting_roughness,backing_sld,backing_roughness,sld,thickness,roughness
s007969,2,2,deposited_layer,4.32e-06,2.7,1.32112e-05,0.0,-2.61998e-07,684.63,1.03
s007970,1,1,deposited_layer,3.5e-06,7.21,1.75101e-06,0.0,1.31457e-05,529.83,27.07
s007971,0,0,substrate_interface,2.07e-06,6.87,9.29721e-06,0.0,,,
s007972,1,1,deposited_layer,2.07e-06,4.46,1.24236e-05,0.0,3.24266e-07,1129.48,81.21
s007973,2,1,deposited_layer,4.32e-06,3.32,4.73429e-06,0.0,8.50243e-06,194.44,26.01
s007973,2,2,deposited_layer,4.32e-06,3.32,4.73429e-06,0.0,9.54257e-06,203.27,42.71
s007974,2,1,deposited_layer,4.32e-06,3.72,5.09239e-06,0.0,-1.96531e-08,699.86,119.16
s007974,2,2,deposited_layer,4.32e-06,3.72,5.09239e-06,0.0,6.68096e-06,799.59,142.72
s007975,1,1,deposited_layer,0.0,9.66,9.09086e-06,0.0,4.58026e-06,1339.97,30.55
s007976,2,1,deposited_layer,0.0,3.74,7.76454e-06,0.0,1.24398e-05,447.01,26.88
s007976,2,2,deposited_layer,0.0,3.74,7.76454e-06,0.0,5.20696e-07,455.99,20.15
s007977,0,0,substrate_interface,2.07e-06,4.3,6.77169e-06,0.0,,,
s007978,0,0,substrate_interface,2.07e-06,4.52,4.79921e-06,0.0,,,
s007979,1,1,deposited_layer,0.0,3.2,1.09341e-06,0.0,-2.56711e-07,1451.49,114.91
s007980,0,0,substrate_interface,4.32e-06,7.25,7.08107e-06,0.0,,,
s007981,1,1,deposited_layer,3.5e-06,3.96,5.94318e-07,0.0,8.37017e-06,493.2,99.79
s007982,0,0,substrate_interface,4.32e-06,3.82,1.00224e-06,0.0,,,
s007983,1,1,deposited_layer,4.32e-06,5.72,6.27881e-06,0.0,5.44968e-06,922.47,168.82
s007984,2,1,deposited_layer,3.5e-06,9.44,9.40721e-06,0.0,6.38169e-07,518.68,33.78
s007984,2,2,deposited_layer,3.5e-06,9.44,9.40721e-06,0.0,4.81266e-06,216.01,15.66
s007985,1,1,deposited_layer,0.0,3.18,6.76322e-06,0.0,1.10298e-05,1182.53,224.97
s007986,0,0,substrate_interface,0.0,2.74,3.424e-06,0.0,,,
s007987,0,0,substrate_interface,0.0,8.28,7.9794e-06,0.0,,,
s007988,2,1,deposited_layer,4.32e-06,6.72,5.0743e-06,0.0,1.70344e-06,915.73,178.49
s007988,2,2,deposited_layer,4.32e-06,6.72,5.0743e-06,0.0,1.12963e-05,572.38,84.39
s007989,1,1,deposited_layer,0.0,1.58,8.07345e-06,0.0,1.13967e-05,1329.97,190.27
s007990,0,0,substrate_interface,3.5e-06,2.97,1.38367e-05,0.0,,,
s007991,0,0,substrate_interface,3.5e-06,9.55,8.47451e-07,0.0,,,
s007992,2,1,deposited_layer,3.5e-06,6.11,2.55133e-06,0.0,6.77836e-06,823.43,90.65
s007992,2,2,deposited_layer,3.5e-06,6.11,2.55133e-06,0.0,1.0055e-05,307.21,25.84
s007993,2,1,deposited_layer,0.0,7.37,6.04129e-06,0.0,1.47629e-05,931.53,174.27
s007993,2,2,deposited_layer,0.0,7.37,6.04129e-06,0.0,5.25739e-06,386.41,71.2
s007994,2,1,deposited_layer,4.32e-06,7.69,1.46725e-05,0.0,1.37486e-05,412.34,30.48
s007994,2,2,deposited_layer,4.32e-06,7.69,1.46725e-05,0.0,8.42647e-06,273.38,35.15
s007995,0,0,substrate_interface,2.07e-06,7.39,7.07821e-06,0.0,,,
s007996,1,1,deposited_layer,0.0,7.19,3.09804e-06,0.0,8.47919e-06,738.38,23.56
s007997,2,1,deposited_layer,4.32e-06,6.8,1.35387e-05,0.0,1.78031e-06,404.76,13.59
s007997,2,2,deposited_layer,4.32e-06,6.8,1.35387e-05,0.0,1.11486e-05,242.63,47.96
s007998,0,0,substrate_interface,4.32e-06,8.4,3.82093e-06,0.0,,,
s007999,0,0,substrate_interface,4.32e-06,5.44,1.11846e-05,0.0,,,
s008000,1,1,deposited_layer,4.32e-06,6.67,2.36531e-06,0.0,4.21796e-06,231.1,49.88
s008001,1,1,deposited_layer,3.5e-06,6.4,5.11368e-06,0.0,7.5225e-06,663.26,39.85
s008002,1,1,deposited_layer,0.0,2.76,1.42309e-05,0.0,3.0842e-06,1018.84,204.76
s008003,1,1,deposited_layer,4.32e-06,1.5,8.23671e-06,0.0,1.66165e-06,1330.55,237.58
s008004,2,1,deposited_layer,0.0,5.57,-3.21107e-07,0.0,3.08755e-06,905.53,77.52
s008004,2,2,deposited_layer,0.0,5.57,-3.21107e-07,0.0,7.28897e-06,155.86,36.46
s008005,0,0,substrate_interface,3.5e-06,3.34,8.55725e-06,0.0,,,
s008006,2,1,deposited_layer,2.07e-06,8.24,-1.39025e-07,0.0,1.16512e-06,825.43,28.3
s008006,2,2,deposited_layer,2.07e-06,8.24,-1.39025e-07,0.0,5.91304e-06,655.09,69.24
s008007,0,0,substrate_interface,0.0,7.44,1.46146e-05,0.0,,,
s008008,0,0,substrate_interface,3.5e-06,4.49,6.98282e-06,0.0,,,
s008009,1,1,deposited_layer,2.07e-06,9.24,5.08853e-06,0.0,5.31137e-06,1486.39,337.2
s008010,2,1,deposited_layer,4.32e-06,6.51,6.83124e-06,0.0,3.55089e-06,568.16,97.54
s008010,2,2,deposited_layer,4.32e-06,6.51,6.83124e-06,0.0,1.24335e-05,317.09,12.72
s008011,2,1,deposited_layer,2.07e-06,8.71,1.04359e-05,0.0,2.30946e-06,464.38,108.72
s008011,2,2,deposited_layer,2.07e-06,8.71,1.04359e-05,0.0,1.41591e-05,653.69,101.59
s008012,1,1,deposited_layer,2.07e-06,4.47,2.29409e-06,0.0,1.32752e-05,892.98,19.67
s008013,1,1,deposited_layer,3.5e-06,5.05,8.78544e-06,0.0,8.20701e-07,516.79,113.0
s008014,0,0,substrate_interface,4.32e-06,4.7,3.88637e-06,0.0,,,
s008015,1,1,deposited_layer,4.32e-06,4.39,6.48654e-06,0.0,1.42318e-05,1309.64,152.13
s008016,1,1,deposited_layer,4.32e-06,6.31,1.11831e-05,0.0,8.85081e-06,661.82,79.47
s008017,2,1,deposited_layer,4.32e-06,6.3,2.96279e-06,0.0,9.1674e-06,369.71,83.3
s008017,2,2,deposited_layer,4.32e-06,6.3,2.96279e-06,0.0,3.39334e-06,620.76,145.38
s008018,2,1,deposited_layer,0.0,4.71,3.3165e-06,0.0,4.21118e-06,287.53,15.93
s008018,2,2,deposited_layer,0.0,4.71,3.3165e-06,0.0,1.07157e-05,87.38,11.91
s008019,1,1,deposited_layer,3.5e-06,5.98,4.55643e-06,0.0,-3.97263e-07,849.19,24.99
s008020,2,1,deposited_layer,0.0,8.29,6.8804e-06,0.0,1.25663e-05,760.17,95.05
s008020,2,2,deposited_layer,0.0,8.29,6.8804e-06,0.0,2.45885e-07,504.48,31.64
s008021,1,1,deposited_layer,3.5e-06,3.63,6.99217e-06,0.0,4.95823e-06,1067.44,225.64
s008022,2,1,deposited_layer,4.32e-06,2.27,2.96004e-06,0.0,1.3896e-05,657.72,31.63
s008022,2,2,deposited_layer,4.32e-06,2.27,2.96004e-06,0.0,6.53724e-06,792.17,166.37
s008023,2,1,deposited_layer,0.0,9.49,7.38858e-07,0.0,1.35454e-05,874.37,42.53
s008023,2,2,deposited_layer,0.0,9.49,7.38858e-07,0.0,1.36254e-05,565.75,112.26
s008024,1,1,deposited_layer,4.32e-06,6.53,1.38765e-05,0.0,9.43894e-06,261.55,4.66
s008025,1,1,deposited_layer,0.0,3.2,4.00243e-06,0.0,1.48017e-05,607.16,96.2
s008026,1,1,deposited_layer,3.5e-06,7.11,1.01707e-05,0.0,1.29787e-05,754.35,16.19
s008027,2,1,deposited_layer,0.0,2.83,1.02268e-05,0.0,7.46096e-06,582.02,75.02
s008027,2,2,deposited_layer,0.0,2.83,1.02268e-05,0.0,9.72564e-06,601.07,33.22
s008028,0,0,substrate_interface,3.5e-06,4.17,1.33227e-05,0.0,,,
s008029,2,1,deposited_layer,3.5e-06,7.3,1.01077e-05,0.0,5.31385e-06,641.13,4.14
s008029,2,2,deposited_layer,3.5e-06,7.3,1.01077e-05,0.0,-4.09903e-07,750.61,76.23
s008030,2,1,deposited_layer,2.07e-06,1.4,1.5063e-06,0.0,1.15574e-05,365.99,34.3
s008030,2,2,deposited_layer,2.07e-06,1.4,1.5063e-06,0.0,5.52461e-06,261.31,48.3
s008031,0,0,substrate_interface,0.0,6.98,1.32494e-06,0.0,,,
s008032,2,1,deposited_layer,0.0,8.72,1.11181e-06,0.0,5.52907e-06,846.0,150.21
s008032,2,2,deposited_layer,0.0,8.72,1.11181e-06,0.0,3.77081e-06,545.36,112.0
s008033,0,0,substrate_interface,4.32e-06,3.01,1.41912e-05,0.0,,,
s008034,2,1,deposited_layer,3.5e-06,6.91,1.2235e-06,0.0,1.29136e-05,676.33,84.99
s008034,2,2,deposited_layer,3.5e-06,6.91,1.2235e-06,0.0,3.63722e-06,393.05,1.92
s008035,1,1,deposited_layer,2.07e-06,8.68,1.27964e-05,0.0,4.08235e-06,844.24,98.13
s008036,1,1,deposited_layer,0.0,6.61,7.47107e-06,0.0,1.14222e-05,1059.16,177.31
s008037,2,1,deposited_layer,0.0,1.25,3.31593e-06,0.0,6.59887e-06,399.9,93.92
s008037,2,2,deposited_layer,0.0,1.25,3.31593e-06,0.0,3.37005e-08,550.23,9.65
s008038,0,0,substrate_interface,4.32e-06,3.8,1.47554e-06,0.0,,,
s008039,2,1,deposited_layer,0.0,8.97,1.02076e-06,0.0,8.8667e-06,215.65,30.86
s008039,2,2,deposited_layer,0.0,8.97,1.02076e-06,0.0,5.3957e-06,760.52,94.55
s008040,2,1,deposited_layer,4.32e-06,5.58,9.3616e-06,0.0,9.25904e-06,471.33,53.55
s008040,2,2,deposited_layer,4.32e-06,5.58,9.3616e-06,0.0,1.2414e-05,409.81,79.45
s008041,2,1,deposited_layer,4.32e-06,8.4,1.40739e-05,0.0,7.83471e-06,512.9,91.4
s008041,2,2,deposited_layer,4.32e-06,8.4,1.40739e-05,0.0,1.07831e-05,842.3,3.35
s008042,0,0,substrate_interface,0.0,5.09,9.75274e-06,0.0,,,
s008043,1,1,deposited_layer,4.32e-06,1.08,1.10791e-05,0.0,1.21471e-06,1247.26,84.76
s008044,2,1,deposited_layer,3.5e-06,1.57,1.3542e-05,0.0,1.24139e-05,16.18,1.27
s008044,2,2,deposited_layer,3.5e-06,1.57,1.3542e-05,0.0,7.49813e-06,1361.49,128.48
s008045,0,0,substrate_interface,3.5e-06,6.82,1.02574e-06,0.0,,,
s008046,1,1,deposited_layer,3.5e-06,8.34,-1.54819e-07,0.0,9.21558e-06,1430.25,326.06
s008047,2,1,deposited_layer,4.32e-06,3.49,9.09516e-06,0.0,1.1982e-05,719.4,4.99
s008047,2,2,deposited_layer,4.32e-06,3.49,9.09516e-06,0.0,6.90905e-06,393.44,75.2
s008048,0,0,substrate_interface,2.07e-06,7.76,1.49894e-05,0.0,,,
s008049,0,0,substrate_interface,0.0,6.21,1.15096e-05,0.0,,,
s008050,0,0,substrate_interface,2.07e-06,4.58,4.49204e-06,0.0,,,
s008051,2,1,deposited_layer,2.07e-06,3.04,2.0271e-06,0.0,1.30969e-05,40.83,7.34
s008051,2,2,deposited_layer,2.07e-06,3.04,2.0271e-06,0.0,2.25873e-06,243.75,5.32
s008052,0,0,substrate_interface,3.5e-06,7.47,1.43721e-05,0.0,,,
s008053,1,1,deposited_layer,4.32e-06,8.14,8.32957e-06,0.0,8.46307e-06,995.46,88.96
s008054,1,1,deposited_layer,3.5e-06,6.18,7.03597e-06,0.0,2.47679e-07,667.63,149.17
s008055,1,1,deposited_layer,4.32e-06,4.86,2.17847e-07,0.0,1.34309e-07,35.07,4.1
s008056,1,1,deposited_layer,2.07e-06,6.04,9.77808e-06,0.0,9.16042e-06,1489.76,209.72
s008057,2,1,deposited_layer,2.07e-06,8.55,2.47565e-06,0.0,8.6127e-06,848.06,156.92
s008057,2,2,deposited_layer,2.07e-06,8.55,2.47565e-06,0.0,7.03739e-06,589.02,76.52
s008058,2,1,deposited_layer,4.32e-06,1.97,1.40243e-05,0.0,1.49769e-05,821.84,84.52
s008058,2,2,deposited_layer,4.32e-06,1.97,1.40243e-05,0.0,3.28294e-06,597.9,65.07
s008059,0,0,substrate_interface,0.0,3.82,3.43035e-06,0.0,,,
s008060,0,0,substrate_interface,4.32e-06,2.37,2.64676e-06,0.0,,,
s008061,1,1,deposited_layer,2.07e-06,4.03,4.84617e-06,0.0,4.96228e-06,460.22,63.27
s008062,2,1,deposited_layer,3.5e-06,1.33,9.53464e-07,0.0,1.44964e-05,32.42,1.44
s008062,2,2,deposited_layer,3.5e-06,1.33,9.53464e-07,0.0,5.01515e-06,1260.37,12.7
s008063,1,1,deposited_layer,4.32e-06,7.5,5.77639e-06,0.0,1.28158e-05,777.76,194.05
s008064,2,1,deposited_layer,2.07e-06,2.98,1.28098e-06,0.0,1.43894e-05,174.6,28.27
s008064,2,2,deposited_layer,2.07e-06,2.98,1.28098e-06,0.0,1.35221e-05,1166.53,276.43
s008065,1,1,deposited_layer,4.32e-06,8.31,2.11548e-06,0.0,1.88139e-06,194.08,6.7
s008066,2,1,deposited_layer,3.5e-06,7.19,8.98412e-06,0.0,6.09762e-06,363.56,81.94
s008066,2,2,deposited_layer,3.5e-06,7.19,8.98412e-06,0.0,-6.06417e-08,234.24,20.7
s008067,1,1,deposited_layer,3.5e-06,2.62,5.6937e-06,0.0,1.31862e-05,980.87,138.26
s008068,1,1,deposited_layer,4.32e-06,6.97,2.20109e-07,0.0,-4.37792e-08,64.84,3.14
s008069,2,1,deposited_layer,3.5e-06,5.11,2.36626e-06,0.0,9.78608e-06,631.92,72.92
s008069,2,2,deposited_layer,3.5e-06,5.11,2.36626e-06,0.0,1.27451e-05,198.18,33.61
s008070,1,1,deposited_layer,0.0,5.33,1.50027e-06,0.0,9.13562e-07,1205.43,158.41
s008071,2,1,deposited_layer,2.07e-06,3.65,4.65983e-07,0.0,8.14042e-06,322.76,49.58
s008071,2,2,deposited_layer,2.07e-06,3.65,4.65983e-07,0.0,1.33237e-05,919.16,103.97
s008072,2,1,deposited_layer,4.32e-06,8.64,6.59142e-06,0.0,1.27223e-05,892.44,59.2
s008072,2,2,deposited_layer,4.32e-06,8.64,6.59142e-06,0.0,1.29344e-05,199.59,46.95
s008073,0,0,substrate_interface,4.32e-06,7.46,5.29418e-06,0.0,,,
s008074,0,0,substrate_interface,2.07e-06,5.31,7.4225e-06,0.0,,,
s008075,1,1,deposited_layer,0.0,5.98,8.03691e-06,0.0,1.14211e-05,1347.06,77.04
s008076,1,1,deposited_layer,4.32e-06,3.9,4.74652e-06,0.0,1.13685e-05,108.62,24.57
s008077,0,0,substrate_interface,4.32e-06,5.37,1.48e-05,0.0,,,
s008078,2,1,deposited_layer,4.32e-06,9.44,1.28962e-05,0.0,1.32494e-05,186.6,21.79
s008078,2,2,deposited_layer,4.32e-06,9.44,1.28962e-05,0.0,1.38617e-05,790.72,186.95
s008079,2,1,deposited_layer,3.5e-06,8.11,2.32705e-06,0.0,-4.97597e-07,779.7,189.44
s008079,2,2,deposited_layer,3.5e-06,8.11,2.32705e-06,0.0,1.01613e-05,637.65,55.39
s008080,0,0,substrate_interface,3.5e-06,6.07,1.29179e-05,0.0,,,
s008081,1,1,deposited_layer,4.32e-06,4.12,8.35297e-06,0.0,1.24713e-05,770.9,132.69
s008082,1,1,deposited_layer,3.5e-06,4.09,2.24961e-06,0.0,6.56314e-06,666.84,17.96
s008083,2,1,deposited_layer,4.32e-06,3.06,1.8017e-06,0.0,8.00183e-06,891.02,205.93
s008083,2,2,deposited_layer,4.32e-06,3.06,1.8017e-06,0.0,1.15735e-05,569.46,140.97
s008084,1,1,deposited_layer,0.0,6.08,1.24167e-05,0.0,2.12974e-06,1124.87,162.01
s008085,2,1,deposited_layer,3.5e-06,6.4,1.1123e-06,0.0,-1.74795e-07,677.64,38.16
s008085,2,2,deposited_layer,3.5e-06,6.4,1.1123e-06,0.0,7.13127e-07,389.1,11.3
s008086,1,1,deposited_layer,3.5e-06,2.93,5.01625e-06,0.0,1.36225e-05,1079.54,173.43
s008087,2,1,deposited_layer,0.0,6.73,8.47496e-06,0.0,1.25388e-05,437.67,101.7
s008087,2,2,deposited_layer,0.0,6.73,8.47496e-06,0.0,1.3994e-05,239.98,6.08
s008088,0,0,substrate_interface,4.32e-06,7.63,3.12118e-06,0.0,,,
s008089,1,1,deposited_layer,3.5e-06,8.33,1.47727e-05,0.0,1.01068e-05,402.51,22.6
s008090,1,1,deposited_layer,2.07e-06,7.23,2.46357e-06,0.0,3.91726e-06,769.42,18.45
s008091,2,1,deposited_layer,2.07e-06,5.52,-1.21392e-07,0.0,9.71883e-07,25.45,3.2
s008091,2,2,deposited_layer,2.07e-06,5.52,-1.21392e-07,0.0,6.83843e-06,389.18,39.46
s008092,0,0,substrate_interface,2.07e-06,2.3,7.0962e-06,0.0,,,
s008093,0,0,substrate_interface,3.5e-06,9.35,1.10662e-06,0.0,,,
s008094,2,1,deposited_layer,2.07e-06,4.43,2.70165e-06,0.0,3.45041e-06,942.09,119.31
s008094,2,2,deposited_layer,2.07e-06,4.43,2.70165e-06,0.0,3.04362e-06,536.27,124.58
s008095,2,1,deposited_layer,4.32e-06,3.88,1.35533e-05,0.0,1.44072e-05,944.71,149.42
s008095,2,2,deposited_layer,4.32e-06,3.88,1.35533e-05,0.0,9.14379e-06,520.99,104.67
s008096,0,0,substrate_interface,3.5e-06,5.41,5.88463e-06,0.0,,,
s008097,2,1,deposited_layer,4.32e-06,6.9,1.46686e-05,0.0,6.18551e-06,277.6,2.98
s008097,2,2,deposited_layer,4.32e-06,6.9,1.46686e-05,0.0,3.72318e-06,226.58,54.52
s008098,1,1,deposited_layer,4.32e-06,9.12,1.26921e-05,0.0,2.82297e-06,554.04,28.05
s008099,2,1,deposited_layer,0.0,6.25,4.70722e-06,0.0,9.09502e-06,799.59,173.58
s008099,2,2,deposited_layer,0.0,6.25,4.70722e-06,0.0,4.2007e-06,657.87,51.17
s008100,2,1,deposited_layer,0.0,5.75,7.40207e-06,0.0,1.34384e-05,574.67,72.69
s008100,2,2,deposited_layer,0.0,5.75,7.40207e-06,0.0,8.09974e-06,837.16,134.21
s008101,1,1,deposited_layer,3.5e-06,8.35,1.46888e-05,0.0,2.57334e-06,1021.53,37.58
s008102,1,1,deposited_layer,4.32e-06,3.66,8.55746e-06,0.0,-1.42021e-07,336.38,45.85
s008103,2,1,deposited_layer,2.07e-06,7.88,1.25543e-05,0.0,4.28817e-06,554.54,40.86
s008103,2,2,deposited_layer,2.07e-06,7.88,1.25543e-05,0.0,1.32536e-05,617.18,148.53
s008104,2,1,deposited_layer,2.07e-06,7.9,1.43639e-05,0.0,1.06135e-05,561.07,68.94
s008104,2,2,deposited_layer,2.07e-06,7.9,1.43639e-05,0.0,1.43634e-05,709.59,94.67
s008105,1,1,deposited_layer,4.32e-06,4.95,1.06458e-05,0.0,1.30923e-05,477.24,44.18
s008106,0,0,substrate_interface,3.5e-06,8.66,2.30043e-06,0.0,,,
s008107,0,0,substrate_interface,0.0,3.61,1.37956e-05,0.0,,,
s008108,2,1,deposited_layer,3.5e-06,7.35,1.04483e-06,0.0,5.55482e-06,181.36,1.85
s008108,2,2,deposited_layer,3.5e-06,7.35,1.04483e-06,0.0,1.16081e-05,793.12,126.62
s008109,1,1,deposited_layer,4.32e-06,7.08,5.10945e-06,0.0,4.3417e-06,1181.23,169.93
s008110,0,0,substrate_interface,0.0,2.83,1.05789e-05,0.0,,,
s008111,2,1,deposited_layer,0.0,8.06,3.96956e-06,0.0,6.92441e-07,573.18,17.15
s008111,2,2,deposited_layer,0.0,8.06,3.96956e-06,0.0,7.88463e-06,80.36,12.64
s008112,0,0,substrate_interface,0.0,4.44,1.10103e-05,0.0,,,
s008113,0,0,substrate_interface,0.0,2.09,5.3247e-06,0.0,,,
s008114,2,1,deposited_layer,4.32e-06,9.24,1.35773e-05,0.0,3.32435e-06,791.53,60.33
s008114,2,2,deposited_layer,4.32e-06,9.24,1.35773e-05,0.0,9.7185e-07,310.71,9.18
s008115,1,1,deposited_layer,2.07e-06,8.06,1.08709e-05,0.0,1.19743e-05,1370.14,136.72
s008116,0,0,substrate_interface,0.0,9.56,6.91803e-06,0.0,,,
s008117,1,1,deposited_layer,2.07e-06,8.46,9.23258e-06,0.0,1.32006e-05,983.32,216.5
s008118,0,0,substrate_interface,2.07e-06,9.78,7.90372e-06,0.0,,,
s008119,1,1,deposited_layer,4.32e-06,4.39,7.53701e-06,0.0,1.20982e-05,1209.47,56.83
s008120,0,0,substrate_interface,2.07e-06,6.61,9.64833e-07,0.0,,,
s008121,0,0,substrate_interface,4.32e-06,8.15,5.6168e-07,0.0,,,
s008122,0,0,substrate_interface,2.07e-06,1.55,1.33107e-05,0.0,,,
s008123,0,0,substrate_interface,0.0,5.1,7.87866e-06,0.0,,,
s008124,0,0,substrate_interface,4.32e-06,9.8,1.4727e-05,0.0,,,
s008125,2,1,deposited_layer,0.0,6.2,1.36512e-05,0.0,4.77694e-06,181.51,4.4
s008125,2,2,deposited_layer,0.0,6.2,1.36512e-05,0.0,1.11292e-05,580.43,44.48
s008126,0,0,substrate_interface,0.0,2.6,6.35767e-07,0.0,,,
s008127,1,1,deposited_layer,4.32e-06,5.69,1.21363e-05,0.0,7.60745e-06,361.46,79.57
s008128,0,0,substrate_interface,0.0,4.07,1.35867e-05,0.0,,,
s008129,2,1,deposited_layer,4.32e-06,4.76,2.49068e-06,0.0,9.33927e-06,774.8,165.4
s008129,2,2,deposited_layer,4.32e-06,4.76,2.49068e-06,0.0,3.89961e-07,574.94,77.24
s008130,2,1,deposited_layer,2.07e-06,7.8,1.17408e-05,0.0,2.34288e-06,558.63,80.32
s008130,2,2,deposited_layer,2.07e-06,7.8,1.17408e-05,0.0,8.40759e-06,380.58,94.23
s008131,1,1,deposited_layer,0.0,5.1,1.03611e-05,0.0,9.24095e-06,970.36,22.96
s008132,2,1,deposited_layer,2.07e-06,5.8,6.64668e-06,0.0,1.41852e-05,312.61,1.01
s008132,2,2,deposited_layer,2.07e-06,5.8,6.64668e-06,0.0,2.08386e-06,422.21,86.1
s008133,2,1,deposited_layer,3.5e-06,2.22,1.49137e-05,0.0,1.29795e-05,969.06,80.97
s008133,2,2,deposited_layer,3.5e-06,2.22,1.49137e-05,0.0,7.81522e-07,163.81,6.26
s008134,0,0,substrate_interface,2.07e-06,8.09,8.70095e-06,0.0,,,
s008135,2,1,deposited_layer,4.32e-06,4.56,7.01815e-06,0.0,4.67285e-06,747.52,130.46
s008135,2,2,deposited_layer,4.32e-06,4.56,7.01815e-06,0.0,6.68048e-06,642.45,73.22
s008136,0,0,substrate_interface,4.32e-06,5.75,1.42274e-05,0.0,,,
s008137,1,1,deposited_layer,3.5e-06,7.01,2.70801e-07,0.0,4.00635e-06,1326.77,3.68
s008138,1,1,deposited_layer,3.5e-06,7.39,4.77721e-06,0.0,5.04869e-06,1079.43,45.76
s008139,1,1,deposited_layer,3.5e-06,3.86,7.73026e-06,0.0,1.2874e-05,825.59,43.64
s008140,2,1,deposited_layer,3.5e-06,8.54,1.21619e-05,0.0,1.46984e-05,257.73,61.36
s008140,2,2,deposited_layer,3.5e-06,8.54,1.21619e-05,0.0,4.76922e-06,124.32,11.28
s008141,2,1,deposited_layer,2.07e-06,4.78,1.44914e-06,0.0,1.67663e-06,636.64,109.61
s008141,2,2,deposited_layer,2.07e-06,4.78,1.44914e-06,0.0,1.35252e-05,650.9,150.83
s008142,2,1,deposited_layer,4.32e-06,1.36,1.30943e-06,0.0,8.76218e-07,565.71,31.33
s008142,2,2,deposited_layer,4.32e-06,1.36,1.30943e-06,0.0,2.83408e-07,170.41,31.78
s008143,0,0,substrate_interface,4.32e-06,6.7,1.36048e-05,0.0,,,
s008144,2,1,deposited_layer,4.32e-06,8.28,6.88692e-07,0.0,1.24984e-05,40.8,4.42
s008144,2,2,deposited_layer,4.32e-06,8.28,6.88692e-07,0.0,3.99102e-07,1398.15,218.01
s008145,1,1,deposited_layer,0.0,6.69,9.54245e-06,0.0,1.49275e-05,369.68,31.99
s008146,0,0,substrate_interface,0.0,7.24,6.47462e-06,0.0,,,
s008147,1,1,deposited_layer,0.0,5.98,9.66377e-06,0.0,2.65609e-06,1050.92,63.93
s008148,1,1,deposited_layer,3.5e-06,9.05,5.00879e-06,0.0,-4.04745e-07,1007.31,49.23
s008149,1,1,deposited_layer,4.32e-06,8.17,8.88684e-06,0.0,4.49529e-06,1183.16,48.28
s008150,1,1,deposited_layer,3.5e-06,9.9,6.80766e-06,0.0,1.04103e-06,818.68,123.34
s008151,1,1,deposited_layer,0.0,1.92,4.11971e-06,0.0,5.25702e-06,276.73,22.65
s008152,0,0,substrate_interface,2.07e-06,2.71,1.0256e-05,0.0,,,
s008153,0,0,substrate_interface,3.5e-06,4.1,9.15604e-06,0.0,,,
s008154,0,0,substrate_interface,4.32e-06,6.22,1.18169e-05,0.0,,,
s008155,1,1,deposited_layer,4.32e-06,8.27,1.28859e-05,0.0,2.55416e-06,468.45,35.36
s008156,0,0,substrate_interface,4.32e-06,7.81,6.92184e-06,0.0,,,
s008157,0,0,substrate_interface,0.0,3.31,9.94964e-06,0.0,,,
s008158,0,0,substrate_interface,0.0,8.48,1.33494e-05,0.0,,,
s008159,0,0,substrate_interface,0.0,4.86,8.0903e-06,0.0,,,
s008160,1,1,deposited_layer,4.32e-06,9.82,1.40397e-05,0.0,8.16478e-06,1221.8,83.37
s008161,0,0,substrate_interface,2.07e-06,1.72,3.17959e-06,0.0,,,
s008162,0,0,substrate_interface,4.32e-06,3.66,1.39505e-05,0.0,,,
s008163,2,1,deposited_layer,2.07e-06,4.97,1.19729e-05,0.0,5.4044e-06,511.22,57.23
s008163,2,2,deposited_layer,2.07e-06,4.97,1.19729e-05,0.0,5.30176e-06,586.94,5.89
s008164,0,0,substrate_interface,2.07e-06,5.84,8.49237e-06,0.0,,,
s008165,2,1,deposited_layer,0.0,3.9,6.98353e-06,0.0,3.53375e-06,361.75,46.31
s008165,2,2,deposited_layer,0.0,3.9,6.98353e-06,0.0,3.77991e-06,588.37,34.57
s008166,0,0,substrate_interface,3.5e-06,3.56,9.26833e-06,0.0,,,
s008167,0,0,substrate_interface,0.0,7.06,9.49194e-06,0.0,,,
s008168,0,0,substrate_interface,0.0,6.17,1.16256e-05,0.0,,,
s008169,0,0,substrate_interface,2.07e-06,4.92,5.218e-06,0.0,,,
s008170,1,1,deposited_layer,2.07e-06,7.73,1.185e-06,0.0,8.99982e-07,94.68,18.95
s008171,0,0,substrate_interface,0.0,3.69,1.0071e-05,0.0,,,
s008172,0,0,substrate_interface,0.0,8.11,9.3009e-07,0.0,,,
s008173,0,0,substrate_interface,4.32e-06,4.27,5.1176e-06,0.0,,,
s008174,1,1,deposited_layer,0.0,3.55,1.23635e-05,0.0,1.01001e-05,478.14,100.98
s008175,1,1,deposited_layer,0.0,4.08,5.544e-06,0.0,2.28205e-06,227.55,5.9
s008176,1,1,deposited_layer,0.0,3.18,9.36784e-06,0.0,1.15266e-05,300.98,61.59
s008177,1,1,deposited_layer,2.07e-06,4.39,1.08143e-06,0.0,6.18702e-06,1311.86,73.74
s008178,0,0,substrate_interface,3.5e-06,4.98,4.14864e-06,0.0,,,
s008179,2,1,deposited_layer,4.32e-06,2.11,8.10414e-06,0.0,6.0035e-06,651.79,102.77
s008179,2,2,deposited_layer,4.32e-06,2.11,8.10414e-06,0.0,1.46726e-05,753.19,83.91
